product_id,product_title,category,day,units,revenue
334,Product 334,toys,2024-02-03,2.0,171.14
28,Product 28,home,2024-01-28,4.0,208.68
30,Product 30,home,2024-04-30,3.0,371.90999999999997
420,Product 420,toys,2024-10-12,2.0,132.54
9,Product 9,beauty,2024-11-19,1.0,48.75
247,Product 247,electronics,2024-11-27,3.0,229.04999999999998
65,Product 65,sports,2024-12-17,3.0,270.63
281,Product 281,sports,2024-10-14,1.0,82.49
244,Product 244,sports,2024-09-12,1.0,89.01
159,Product 159,home,2024-04-19,2.0,85.54
468,Product 468,electronics,2024-02-04,2.0,107.62
451,Product 451,beauty,2024-01-30,1.0,138.08
17,Product 17,beauty,2024-09-18,3.0,223.79999999999998
162,Product 162,home,2024-01-09,3.0,203.82
417,Product 417,beauty,2024-06-17,1.0,46.94
237,Product 237,home,2024-06-20,1.0,191.53
179,Product 179,sports,2024-10-01,1.0,36.89
44,Product 44,sports,2024-10-02,2.0,143.64
480,Product 480,sports,2024-02-17,1.0,41.04
158,Product 158,sports,2024-01-27,2.0,158.46
35,Product 35,electronics,2024-01-27,2.0,166.22
485,Product 485,beauty,2024-05-19,3.0,177.93
431,Product 431,electronics,2024-04-05,1.0,80.35
224,Product 224,toys,2024-01-22,2.0,234.34
457,Product 457,home,2024-01-26,2.0,177.78
55,Product 55,sports,2024-07-04,2.0,284.8
479,Product 479,electronics,2024-01-31,1.0,111.48
29,Product 29,toys,2024-12-05,3.0,315.12
107,Product 107,toys,2024-05-04,1.0,153.59
297,Product 297,toys,2024-11-19,3.0,323.31
38,Product 38,electronics,2024-07-17,2.0,83.1
94,Product 94,electronics,2024-02-25,3.0,125.49
404,Product 404,electronics,2024-10-08,1.0,79.91
131,Product 131,electronics,2024-08-25,3.0,276.18
382,Product 382,home,2024-02-21,2.0,280.9
30,Product 30,home,2024-01-18,1.0,123.97
202,Product 202,sports,2024-11-21,3.0,169.64999999999998
475,Product 475,beauty,2024-07-15,2.0,159.04
311,Product 311,sports,2024-01-30,3.0,122.67
49,Product 49,sports,2024-08-14,1.0,79.81
373,Product 373,electronics,2024-09-26,1.0,117.71
48,Product 48,toys,2024-10-13,3.0,203.64
151,Product 151,beauty,2024-05-08,1.0,90.5
150,Product 150,home,2024-12-04,4.0,552.8
347,Product 347,beauty,2024-11-14,3.0,244.38
186,Product 186,electronics,2024-02-21,3.0,174.27
213,Product 213,electronics,2024-06-14,2.0,61.3
31,Product 31,sports,2024-01-11,5.0,280.05
375,Product 375,electronics,2024-09-01,2.0,222.1
290,Product 290,sports,2024-08-16,3.0,325.62
327,Product 327,toys,2024-09-16,1.0,40.49
151,Product 151,beauty,2024-12-17,1.0,90.5
138,Product 138,home,2024-10-31,2.0,254.86
103,Product 103,beauty,2024-11-07,3.0,108.39000000000001
449,Product 449,toys,2024-05-20,2.0,113.16
198,Product 198,electronics,2024-03-10,5.0,401.1
249,Product 249,home,2024-11-03,1.0,68.4
391,Product 391,electronics,2024-10-17,1.0,105.57
38,Product 38,electronics,2024-10-16,2.0,83.1
447,Product 447,beauty,2024-08-08,3.0,395.90999999999997
468,Product 468,electronics,2024-09-18,3.0,161.43
415,Product 415,electronics,2024-07-24,4.0,318.04
423,Product 423,toys,2024-12-03,3.0,250.82999999999998
481,Product 481,electronics,2024-04-13,3.0,168.60000000000002
335,Product 335,beauty,2024-09-01,3.0,220.17000000000002
347,Product 347,beauty,2024-01-31,2.0,162.92
349,Product 349,electronics,2024-06-06,6.0,668.04
343,Product 343,toys,2024-07-16,1.0,97.15
326,Product 326,home,2024-06-27,3.0,340.68
486,Product 486,sports,2024-01-01,2.0,143.12
418,Product 418,sports,2024-12-01,3.0,120.33
223,Product 223,home,2024-09-06,1.0,60.95
389,Product 389,home,2024-08-29,3.0,492.75
418,Product 418,sports,2024-06-29,2.0,80.22
492,Product 492,sports,2024-05-03,2.0,253.48
176,Product 176,toys,2024-04-03,2.0,268.82
382,Product 382,home,2024-06-06,3.0,421.34999999999997
225,Product 225,sports,2024-12-16,2.0,80.58
1,Product 1,toys,2024-07-24,1.0,40.13
407,Product 407,electronics,2024-10-26,2.0,217.88
158,Product 158,sports,2024-02-16,4.0,316.92
471,Product 471,sports,2024-07-16,3.0,173.60999999999999
432,Product 432,home,2024-05-02,2.0,146.38
141,Product 141,beauty,2024-08-20,3.0,294.24
449,Product 449,toys,2024-06-25,2.0,113.16
334,Product 334,toys,2024-08-14,1.0,85.57
61,Product 61,home,2024-01-12,1.0,65.01
345,Product 345,electronics,2024-11-16,2.0,342.5
37,Product 37,electronics,2024-02-23,1.0,77.69
183,Product 183,electronics,2024-06-29,3.0,307.56
457,Product 457,home,2024-11-27,1.0,88.89
269,Product 269,electronics,2024-03-29,1.0,50.82
153,Product 153,beauty,2024-11-02,2.0,205.9
255,Product 255,toys,2024-03-29,3.0,151.05
194,Product 194,electronics,2024-01-19,2.0,109.74
329,Product 329,home,2024-06-27,2.0,223.9
492,Product 492,sports,2024-09-09,3.0,380.21999999999997
178,Product 178,toys,2024-10-23,1.0,58.61
314,Product 314,beauty,2024-05-27,3.0,296.90999999999997
20,Product 20,toys,2024-03-14,3.0,168.81
72,Product 72,toys,2024-08-17,3.0,154.77
304,Product 304,home,2024-12-04,5.0,292.65
355,Product 355,toys,2024-01-15,3.0,193.29000000000002
290,Product 290,sports,2024-05-30,2.0,217.08
408,Product 408,electronics,2024-04-28,3.0,191.73
458,Product 458,home,2024-07-17,2.0,148.78
208,Product 208,beauty,2024-12-09,1.0,74.09
233,Product 233,sports,2024-04-25,1.0,84.21
363,Product 363,electronics,2024-06-04,3.0,198.39
5,Product 5,toys,2024-11-11,1.0,49.97
364,Product 364,beauty,2024-01-01,2.0,128.72
353,Product 353,beauty,2024-05-31,2.0,216.08
271,Product 271,toys,2024-01-30,2.0,145.86
449,Product 449,toys,2024-11-08,3.0,169.74
482,Product 482,sports,2024-11-29,1.0,106.03
401,Product 401,home,2024-10-24,2.0,208.68
180,Product 180,beauty,2024-08-16,4.0,348.92
214,Product 214,sports,2024-12-10,2.0,247.74
102,Product 102,home,2024-11-04,1.0,111.69
68,Product 68,sports,2024-08-03,3.0,233.49
29,Product 29,toys,2024-02-28,3.0,315.12
376,Product 376,beauty,2024-12-04,3.0,464.52
431,Product 431,electronics,2024-12-08,1.0,80.35
430,Product 430,sports,2024-08-22,1.0,70.24
216,Product 216,beauty,2024-02-17,4.0,343.2
94,Product 94,electronics,2024-11-25,2.0,83.66
179,Product 179,sports,2024-01-16,2.0,73.78
262,Product 262,home,2024-02-23,1.0,66.42
310,Product 310,sports,2024-08-28,2.0,180.46
134,Product 134,toys,2024-12-22,2.0,161.66
422,Product 422,beauty,2024-02-10,1.0,120.97
53,Product 53,sports,2024-07-20,1.0,83.78
104,Product 104,electronics,2024-03-11,3.0,329.1
24,Product 24,sports,2024-12-18,1.0,183.45
269,Product 269,electronics,2024-07-23,5.0,254.10000000000002
500,Product 500,toys,2024-09-23,2.0,75.52
60,Product 60,sports,2024-05-19,1.0,33.95
45,Product 45,electronics,2024-06-09,1.0,84.61
121,Product 121,home,2024-12-22,3.0,424.86
499,Product 499,electronics,2024-12-26,1.0,67.06
259,Product 259,electronics,2024-04-18,2.0,193.84
183,Product 183,electronics,2024-07-26,2.0,205.04
230,Product 230,beauty,2024-10-07,3.0,379.14
450,Product 450,home,2024-03-25,1.0,68.14
82,Product 82,sports,2024-06-18,1.0,53.96
300,Product 300,sports,2024-06-25,3.0,312.39
95,Product 95,toys,2024-08-27,1.0,127.51
207,Product 207,toys,2024-02-12,3.0,187.95
284,Product 284,home,2024-10-08,3.0,238.89
166,Product 166,beauty,2024-12-21,1.0,62.12
356,Product 356,sports,2024-05-27,3.0,157.53
142,Product 142,toys,2024-04-15,2.0,240.38
362,Product 362,beauty,2024-08-07,3.0,381.06
447,Product 447,beauty,2024-09-28,3.0,395.90999999999997
106,Product 106,beauty,2024-07-17,2.0,178.06
263,Product 263,toys,2024-03-07,2.0,121.14
403,Product 403,beauty,2024-05-02,3.0,335.25
214,Product 214,sports,2024-02-14,3.0,371.61
214,Product 214,sports,2024-07-16,3.0,371.61
180,Product 180,beauty,2024-03-19,1.0,87.23
434,Product 434,electronics,2024-09-09,1.0,101.64
388,Product 388,toys,2024-01-14,2.0,336.36
175,Product 175,home,2024-07-30,2.0,296.84
470,Product 470,sports,2024-01-22,1.0,35.24
106,Product 106,beauty,2024-10-22,3.0,267.09000000000003
324,Product 324,toys,2024-05-08,1.0,89.71
467,Product 467,toys,2024-11-20,3.0,275.15999999999997
309,Product 309,sports,2024-03-14,2.0,194.12
232,Product 232,toys,2024-03-10,2.0,224.76
341,Product 341,sports,2024-11-16,4.0,509.2
394,Product 394,sports,2024-07-27,2.0,124.46
90,Product 90,beauty,2024-03-21,2.0,139.04
467,Product 467,toys,2024-02-03,1.0,91.72
356,Product 356,sports,2024-05-15,1.0,52.51
377,Product 377,beauty,2024-09-20,2.0,191.84
164,Product 164,home,2024-12-14,1.0,70.02
379,Product 379,beauty,2024-12-01,2.0,148.14
321,Product 321,electronics,2024-02-23,3.0,337.74
267,Product 267,sports,2024-04-25,1.0,96.4
137,Product 137,beauty,2024-01-10,3.0,78.81
53,Product 53,sports,2024-04-17,2.0,167.56
212,Product 212,home,2024-10-26,3.0,394.32
417,Product 417,beauty,2024-10-12,2.0,93.88
344,Product 344,home,2024-10-11,1.0,73.87
13,Product 13,electronics,2024-08-13,6.0,412.86
28,Product 28,home,2024-01-20,3.0,156.51
375,Product 375,electronics,2024-06-25,3.0,333.15
345,Product 345,electronics,2024-06-13,2.0,342.5
34,Product 34,sports,2024-03-16,2.0,44.06
301,Product 301,toys,2024-07-24,1.0,77.61
55,Product 55,sports,2024-08-07,1.0,142.4
498,Product 498,toys,2024-12-27,2.0,157.82
382,Product 382,home,2024-10-10,1.0,140.45
189,Product 189,home,2024-09-18,3.0,172.41
474,Product 474,home,2024-11-03,2.0,67.32
35,Product 35,electronics,2024-10-04,1.0,83.11
276,Product 276,sports,2024-04-25,2.0,222.4
308,Product 308,home,2024-08-19,1.0,51.24
206,Product 206,electronics,2024-02-28,2.0,112.72
321,Product 321,electronics,2024-02-12,1.0,112.58
374,Product 374,home,2024-02-10,1.0,48.74
137,Product 137,beauty,2024-12-03,3.0,78.81
299,Product 299,beauty,2024-09-04,3.0,374.70000000000005
189,Product 189,home,2024-03-18,3.0,172.41
232,Product 232,toys,2024-01-15,1.0,112.38
418,Product 418,sports,2024-04-12,1.0,40.11
202,Product 202,sports,2024-12-16,1.0,56.55
86,Product 86,electronics,2024-11-24,3.0,197.67000000000002
376,Product 376,beauty,2024-09-05,1.0,154.84
263,Product 263,toys,2024-06-10,3.0,181.71
187,Product 187,electronics,2024-07-10,1.0,85.55
377,Product 377,beauty,2024-08-17,3.0,287.76
466,Product 466,home,2024-12-09,3.0,165.63
135,Product 135,toys,2024-12-21,3.0,152.7
273,Product 273,toys,2024-02-14,1.0,53.13
423,Product 423,toys,2024-07-09,1.0,83.61
234,Product 234,home,2024-01-29,3.0,355.11
172,Product 172,sports,2024-10-11,4.0,407.56
249,Product 249,home,2024-07-24,3.0,205.20000000000002
307,Product 307,electronics,2024-10-25,3.0,274.26
46,Product 46,toys,2024-06-23,3.0,338.49
435,Product 435,beauty,2024-11-04,4.0,330.64
369,Product 369,home,2024-03-24,2.0,111.46
141,Product 141,beauty,2024-08-02,2.0,196.16
428,Product 428,home,2024-12-28,3.0,463.71
165,Product 165,sports,2024-04-06,1.0,121.54
181,Product 181,toys,2024-05-26,2.0,235.36
122,Product 122,toys,2024-05-14,3.0,183.57
477,Product 477,home,2024-12-23,1.0,21.75
144,Product 144,sports,2024-11-13,1.0,81.41
282,Product 282,beauty,2024-12-17,2.0,110.24
297,Product 297,toys,2024-01-21,2.0,215.54
129,Product 129,sports,2024-09-28,3.0,362.54999999999995
6,Product 6,home,2024-11-15,2.0,114.46
243,Product 243,toys,2024-09-24,3.0,468.78
91,Product 91,sports,2024-03-06,2.0,114.02
40,Product 40,toys,2024-11-30,1.0,101.01
196,Product 196,sports,2024-04-01,2.0,181.8
480,Product 480,sports,2024-06-13,1.0,41.04
304,Product 304,home,2024-02-22,2.0,117.06
376,Product 376,beauty,2024-01-14,2.0,309.68
388,Product 388,toys,2024-12-11,2.0,336.36
111,Product 111,beauty,2024-09-22,1.0,38.99
153,Product 153,beauty,2024-11-10,1.0,102.95
94,Product 94,electronics,2024-09-07,3.0,125.49
247,Product 247,electronics,2024-09-18,1.0,76.35
20,Product 20,toys,2024-03-15,1.0,56.27
306,Product 306,home,2024-12-13,3.0,200.10000000000002
151,Product 151,beauty,2024-11-19,2.0,181.0
22,Product 22,electronics,2024-02-28,2.0,224.1
421,Product 421,sports,2024-06-28,6.0,209.94
242,Product 242,toys,2024-08-02,3.0,181.47
315,Product 315,electronics,2024-01-18,3.0,158.52
21,Product 21,electronics,2024-06-08,1.0,95.66
327,Product 327,toys,2024-10-22,1.0,40.49
309,Product 309,sports,2024-12-09,3.0,291.18
33,Product 33,electronics,2024-02-23,1.0,58.81
491,Product 491,home,2024-10-14,3.0,290.76
499,Product 499,electronics,2024-07-27,1.0,67.06
33,Product 33,electronics,2024-10-11,1.0,58.81
149,Product 149,sports,2024-09-12,2.0,121.72
114,Product 114,beauty,2024-12-01,3.0,87.36
127,Product 127,electronics,2024-04-09,2.0,91.28
432,Product 432,home,2024-09-02,1.0,73.19
43,Product 43,home,2024-05-01,3.0,227.10000000000002
40,Product 40,toys,2024-03-13,1.0,101.01
160,Product 160,electronics,2024-12-21,1.0,97.54
232,Product 232,toys,2024-02-23,2.0,224.76
461,Product 461,electronics,2024-02-28,1.0,37.34
175,Product 175,home,2024-12-13,2.0,296.84
371,Product 371,toys,2024-02-27,1.0,101.81
138,Product 138,home,2024-08-12,1.0,127.43
210,Product 210,electronics,2024-06-27,2.0,187.4
3,Product 3,sports,2024-12-03,2.0,112.06
158,Product 158,sports,2024-12-12,5.0,396.15
296,Product 296,electronics,2024-11-03,2.0,382.54
29,Product 29,toys,2024-11-28,3.0,315.12
186,Product 186,electronics,2024-09-26,3.0,174.27
20,Product 20,toys,2024-06-12,2.0,112.54
132,Product 132,sports,2024-11-02,3.0,290.13
451,Product 451,beauty,2024-02-26,3.0,414.24
498,Product 498,toys,2024-11-19,2.0,157.82
394,Product 394,sports,2024-07-06,3.0,186.69
55,Product 55,sports,2024-12-17,2.0,284.8
51,Product 51,sports,2024-04-24,2.0,152.12
31,Product 31,sports,2024-07-07,2.0,112.02
468,Product 468,electronics,2024-01-17,1.0,53.81
387,Product 387,sports,2024-02-24,2.0,169.42
479,Product 479,electronics,2024-07-25,5.0,557.4
16,Product 16,sports,2024-08-28,6.0,215.21999999999997
264,Product 264,beauty,2024-01-15,1.0,63.7
8,Product 8,home,2024-11-28,1.0,90.62
216,Product 216,beauty,2024-08-24,1.0,85.8
224,Product 224,toys,2024-01-13,2.0,234.34
122,Product 122,toys,2024-03-10,3.0,183.57
174,Product 174,electronics,2024-04-28,4.0,153.64
369,Product 369,home,2024-06-12,1.0,55.73
203,Product 203,home,2024-12-04,3.0,38.97
406,Product 406,home,2024-02-27,3.0,208.56
173,Product 173,toys,2024-12-11,2.0,214.3
471,Product 471,sports,2024-01-11,1.0,57.87
265,Product 265,home,2024-12-23,2.0,231.36
393,Product 393,toys,2024-11-08,1.0,52.53
283,Product 283,sports,2024-05-08,4.0,282.32
455,Product 455,toys,2024-12-21,3.0,217.17000000000002
272,Product 272,electronics,2024-05-02,3.0,262.95000000000005
335,Product 335,beauty,2024-06-21,4.0,293.56
53,Product 53,sports,2024-12-15,1.0,83.78
342,Product 342,beauty,2024-03-18,1.0,128.38
32,Product 32,sports,2024-01-28,3.0,156.45
445,Product 445,home,2024-03-31,3.0,182.07
131,Product 131,electronics,2024-01-26,2.0,184.12
384,Product 384,electronics,2024-05-30,1.0,95.46
6,Product 6,home,2024-12-06,2.0,114.46
428,Product 428,home,2024-12-30,3.0,463.71
94,Product 94,electronics,2024-07-12,1.0,41.83
158,Product 158,sports,2024-02-10,2.0,158.46
126,Product 126,sports,2024-07-28,2.0,83.4
65,Product 65,sports,2024-04-25,1.0,90.21
233,Product 233,sports,2024-05-03,1.0,84.21
440,Product 440,electronics,2024-02-03,1.0,39.39
80,Product 80,toys,2024-01-14,3.0,139.89000000000001
275,Product 275,beauty,2024-05-22,1.0,73.44
145,Product 145,electronics,2024-06-01,3.0,420.12
470,Product 470,sports,2024-10-20,3.0,105.72
78,Product 78,toys,2024-10-17,2.0,192.86
304,Product 304,home,2024-08-01,2.0,117.06
252,Product 252,beauty,2024-05-11,2.0,175.16
297,Product 297,toys,2024-09-04,1.0,107.77
270,Product 270,sports,2024-04-19,3.0,220.64999999999998
307,Product 307,electronics,2024-04-17,1.0,91.42
397,Product 397,sports,2024-11-25,3.0,242.21999999999997
341,Product 341,sports,2024-12-02,6.0,763.8
299,Product 299,beauty,2024-06-02,2.0,249.8
86,Product 86,electronics,2024-12-17,3.0,197.67000000000002
152,Product 152,electronics,2024-09-30,3.0,484.98
154,Product 154,electronics,2024-05-16,3.0,195.06
220,Product 220,sports,2024-08-27,3.0,184.92000000000002
352,Product 352,beauty,2024-06-07,3.0,395.18999999999994
96,Product 96,sports,2024-05-13,2.0,237.38
125,Product 125,home,2024-03-23,2.0,170.54
391,Product 391,electronics,2024-09-26,2.0,211.14
400,Product 400,beauty,2024-10-04,3.0,110.16
148,Product 148,toys,2024-04-06,3.0,221.61
428,Product 428,home,2024-08-25,2.0,309.14
17,Product 17,beauty,2024-04-09,2.0,149.2
74,Product 74,home,2024-07-04,2.0,128.2
237,Product 237,home,2024-11-08,4.0,766.12
196,Product 196,sports,2024-01-29,3.0,272.70000000000005
174,Product 174,electronics,2024-04-10,1.0,38.41
121,Product 121,home,2024-11-07,3.0,424.86
81,Product 81,sports,2024-10-19,2.0,148.54
159,Product 159,home,2024-01-30,3.0,128.31
332,Product 332,toys,2024-08-28,3.0,168.21
280,Product 280,sports,2024-08-06,2.0,107.6
417,Product 417,beauty,2024-08-28,2.0,93.88
374,Product 374,home,2024-12-19,1.0,48.74
439,Product 439,electronics,2024-03-31,3.0,355.29
144,Product 144,sports,2024-05-04,3.0,244.23
409,Product 409,toys,2024-12-23,1.0,100.5
350,Product 350,home,2024-02-09,1.0,58.77
187,Product 187,electronics,2024-05-06,2.0,171.1
115,Product 115,home,2024-04-01,2.0,316.48
126,Product 126,sports,2024-01-15,1.0,41.7
251,Product 251,electronics,2024-03-09,3.0,337.56
364,Product 364,beauty,2024-01-08,2.0,128.72
234,Product 234,home,2024-06-10,1.0,118.37
413,Product 413,toys,2024-09-21,3.0,189.93
111,Product 111,beauty,2024-06-19,2.0,77.98
260,Product 260,toys,2024-02-12,3.0,271.95000000000005
307,Product 307,electronics,2024-02-22,3.0,274.26
130,Product 130,toys,2024-12-19,3.0,82.62
314,Product 314,beauty,2024-07-09,3.0,296.90999999999997
119,Product 119,electronics,2024-01-24,3.0,159.81
203,Product 203,home,2024-02-10,2.0,25.98
494,Product 494,sports,2024-07-18,1.0,76.12
105,Product 105,toys,2024-03-29,2.0,78.54
451,Product 451,beauty,2024-08-19,1.0,138.08
187,Product 187,electronics,2024-07-24,3.0,256.65
20,Product 20,toys,2024-04-14,1.0,56.27
374,Product 374,home,2024-06-17,1.0,48.74
427,Product 427,home,2024-09-13,2.0,311.68
492,Product 492,sports,2024-06-29,2.0,253.48
309,Product 309,sports,2024-08-02,3.0,291.18
318,Product 318,home,2024-04-29,1.0,45.12
427,Product 427,home,2024-02-01,2.0,311.68
372,Product 372,home,2024-01-07,3.0,183.51
107,Product 107,toys,2024-06-15,3.0,460.77
389,Product 389,home,2024-06-22,3.0,492.75
71,Product 71,electronics,2024-01-21,3.0,294.87
61,Product 61,home,2024-07-09,1.0,65.01
200,Product 200,toys,2024-01-12,3.0,166.14000000000001
461,Product 461,electronics,2024-12-21,2.0,74.68
59,Product 59,home,2024-06-27,1.0,50.92
92,Product 92,toys,2024-12-03,2.0,171.76
305,Product 305,sports,2024-04-06,3.0,144.69
439,Product 439,electronics,2024-06-13,3.0,355.29
468,Product 468,electronics,2024-03-02,3.0,161.43
191,Product 191,beauty,2024-06-04,1.0,44.93
284,Product 284,home,2024-03-09,3.0,238.89
374,Product 374,home,2024-07-03,4.0,194.96
221,Product 221,toys,2024-03-09,3.0,115.17
318,Product 318,home,2024-01-26,3.0,135.35999999999999
105,Product 105,toys,2024-05-16,1.0,39.27
105,Product 105,toys,2024-02-23,3.0,117.81
111,Product 111,beauty,2024-05-05,1.0,38.99
267,Product 267,sports,2024-12-09,2.0,192.8
98,Product 98,beauty,2024-05-04,2.0,112.72
59,Product 59,home,2024-10-24,2.0,101.84
71,Product 71,electronics,2024-02-06,2.0,196.58
321,Product 321,electronics,2024-10-09,1.0,112.58
313,Product 313,toys,2024-01-09,5.0,149.14999999999998
331,Product 331,home,2024-07-06,1.0,53.74
492,Product 492,sports,2024-07-10,1.0,126.74
121,Product 121,home,2024-07-17,2.0,283.24
241,Product 241,toys,2024-02-05,2.0,301.58
350,Product 350,home,2024-02-10,6.0,352.62
383,Product 383,beauty,2024-12-18,3.0,352.38
285,Product 285,home,2024-09-11,2.0,318.86
26,Product 26,beauty,2024-09-29,4.0,324.6
362,Product 362,beauty,2024-01-08,2.0,254.04
300,Product 300,sports,2024-12-19,3.0,312.39
267,Product 267,sports,2024-05-05,3.0,289.20000000000005
330,Product 330,home,2024-12-15,1.0,176.71
128,Product 128,home,2024-12-12,3.0,200.07
478,Product 478,home,2024-11-16,1.0,134.24
434,Product 434,electronics,2024-12-01,2.0,203.28
469,Product 469,sports,2024-02-07,3.0,318.36
350,Product 350,home,2024-02-15,1.0,58.77
286,Product 286,electronics,2024-05-17,3.0,320.01
443,Product 443,beauty,2024-04-28,3.0,264.42
77,Product 77,sports,2024-12-09,3.0,338.04
456,Product 456,sports,2024-05-09,3.0,252.84
498,Product 498,toys,2024-12-24,1.0,78.91
196,Product 196,sports,2024-05-04,2.0,181.8
465,Product 465,sports,2024-11-21,3.0,207.12
160,Product 160,electronics,2024-02-21,3.0,292.62
452,Product 452,beauty,2024-06-18,2.0,149.64
389,Product 389,home,2024-09-26,2.0,328.5
169,Product 169,beauty,2024-09-17,3.0,329.67
72,Product 72,toys,2024-08-24,3.0,154.77
65,Product 65,sports,2024-02-13,1.0,90.21
299,Product 299,beauty,2024-07-30,1.0,124.9
67,Product 67,beauty,2024-07-04,2.0,70.5
155,Product 155,beauty,2024-07-14,3.0,335.04
31,Product 31,sports,2024-08-30,1.0,56.01
61,Product 61,home,2024-05-13,4.0,260.04
312,Product 312,beauty,2024-07-12,2.0,106.64
366,Product 366,toys,2024-11-16,1.0,157.37
66,Product 66,beauty,2024-09-26,2.0,107.2
160,Product 160,electronics,2024-10-24,2.0,195.08
307,Product 307,electronics,2024-07-11,3.0,274.26
131,Product 131,electronics,2024-09-03,1.0,92.06
357,Product 357,toys,2024-03-22,1.0,76.11
76,Product 76,toys,2024-10-08,2.0,101.82
122,Product 122,toys,2024-10-08,2.0,122.38
117,Product 117,toys,2024-12-05,4.0,178.32
479,Product 479,electronics,2024-11-15,3.0,334.44
74,Product 74,home,2024-10-07,1.0,64.1
235,Product 235,electronics,2024-01-06,4.0,198.64
200,Product 200,toys,2024-08-06,3.0,166.14000000000001
335,Product 335,beauty,2024-01-27,3.0,220.17000000000002
364,Product 364,beauty,2024-12-06,2.0,128.72
382,Product 382,home,2024-10-03,3.0,421.34999999999997
279,Product 279,electronics,2024-05-26,3.0,234.93
187,Product 187,electronics,2024-07-08,3.0,256.65
326,Product 326,home,2024-06-25,2.0,227.12
252,Product 252,beauty,2024-09-16,3.0,262.74
452,Product 452,beauty,2024-03-07,5.0,374.09999999999997
35,Product 35,electronics,2024-07-03,2.0,166.22
107,Product 107,toys,2024-09-07,2.0,307.18
240,Product 240,toys,2024-03-09,2.0,92.42
284,Product 284,home,2024-09-23,2.0,159.26
155,Product 155,beauty,2024-10-09,2.0,223.36
160,Product 160,electronics,2024-10-04,1.0,97.54
413,Product 413,toys,2024-11-23,3.0,189.93
340,Product 340,toys,2024-09-16,3.0,238.82999999999998
378,Product 378,electronics,2024-11-30,1.0,53.78
17,Product 17,beauty,2024-06-13,3.0,223.79999999999998
215,Product 215,home,2024-07-25,3.0,305.54999999999995
347,Product 347,beauty,2024-10-07,3.0,244.38
183,Product 183,electronics,2024-05-31,3.0,307.56
288,Product 288,beauty,2024-07-13,3.0,235.79999999999998
472,Product 472,toys,2024-09-19,2.0,82.5
114,Product 114,beauty,2024-04-07,1.0,29.12
2,Product 2,home,2024-10-23,2.0,69.26
112,Product 112,toys,2024-08-03,1.0,90.3
285,Product 285,home,2024-06-20,2.0,318.86
70,Product 70,beauty,2024-05-16,2.0,238.22
111,Product 111,beauty,2024-11-19,1.0,38.99
180,Product 180,beauty,2024-10-17,1.0,87.23
403,Product 403,beauty,2024-08-07,2.0,223.5
306,Product 306,home,2024-08-08,3.0,200.10000000000002
459,Product 459,electronics,2024-07-14,2.0,140.56
71,Product 71,electronics,2024-01-03,3.0,294.87
13,Product 13,electronics,2024-05-08,3.0,206.43
432,Product 432,home,2024-07-08,2.0,146.38
14,Product 14,toys,2024-03-21,2.0,175.12
271,Product 271,toys,2024-02-29,2.0,145.86
63,Product 63,home,2024-02-04,3.0,296.01
387,Product 387,sports,2024-03-22,3.0,254.13
471,Product 471,sports,2024-02-27,3.0,173.60999999999999
295,Product 295,electronics,2024-08-15,2.0,184.8
214,Product 214,sports,2024-04-09,2.0,247.74
179,Product 179,sports,2024-10-10,2.0,73.78
122,Product 122,toys,2024-08-06,3.0,183.57
29,Product 29,toys,2024-05-28,2.0,210.08
308,Product 308,home,2024-08-25,2.0,102.48
269,Product 269,electronics,2024-04-28,1.0,50.82
243,Product 243,toys,2024-12-22,2.0,312.52
376,Product 376,beauty,2024-03-22,2.0,309.68
203,Product 203,home,2024-01-16,2.0,25.98
335,Product 335,beauty,2024-11-28,3.0,220.17000000000002
301,Product 301,toys,2024-12-17,1.0,77.61
482,Product 482,sports,2024-02-23,1.0,106.03
105,Product 105,toys,2024-03-09,1.0,39.27
78,Product 78,toys,2024-08-01,3.0,289.29
87,Product 87,beauty,2024-09-25,1.0,109.75
59,Product 59,home,2024-07-29,3.0,152.76
96,Product 96,sports,2024-06-28,1.0,118.69
57,Product 57,toys,2024-10-09,1.0,123.34
398,Product 398,toys,2024-10-09,1.0,75.41
178,Product 178,toys,2024-02-26,2.0,117.22
113,Product 113,home,2024-11-02,3.0,148.89000000000001
443,Product 443,beauty,2024-05-12,3.0,264.42
320,Product 320,beauty,2024-05-05,6.0,356.58
366,Product 366,toys,2024-07-07,3.0,472.11
342,Product 342,beauty,2024-06-15,1.0,128.38
35,Product 35,electronics,2024-03-19,2.0,166.22
223,Product 223,home,2024-09-21,2.0,121.9
94,Product 94,electronics,2024-11-20,2.0,83.66
350,Product 350,home,2024-01-22,3.0,176.31
135,Product 135,toys,2024-12-11,3.0,152.7
356,Product 356,sports,2024-04-22,1.0,52.51
107,Product 107,toys,2024-04-19,1.0,153.59
6,Product 6,home,2024-08-13,2.0,114.46
319,Product 319,electronics,2024-02-04,1.0,65.13
99,Product 99,toys,2024-04-09,1.0,66.63
458,Product 458,home,2024-01-21,2.0,148.78
400,Product 400,beauty,2024-12-11,2.0,73.44
293,Product 293,beauty,2024-05-27,2.0,122.08
317,Product 317,toys,2024-04-01,2.0,275.36
11,Product 11,electronics,2024-01-23,3.0,95.16
273,Product 273,toys,2024-08-05,3.0,159.39000000000001
472,Product 472,toys,2024-09-30,1.0,41.25
409,Product 409,toys,2024-07-22,1.0,100.5
